patch_index,sample_id,project_id,project_name,year,center_row,center_col,center_latitude,center_longitude,spatial_block,original_feature6_split,cnn_spatial_split,candidate_category,target
213,MH-001_2021_R012_C039,MH-001,Gondkhari,2021,12,39,21.178636,78.923241,MH-001_C5,train,cnn_test,3,1
214,MH-001_2021_R012_C040,MH-001,Gondkhari,2021,12,40,21.178636,78.92351,MH-001_C6,train,cnn_test,2,1
215,MH-001_2021_R012_C041,MH-001,Gondkhari,2021,12,41,21.178636,78.92378,MH-001_C6,train,cnn_test,3,1
216,MH-001_2021_R012_C042,MH-001,Gondkhari,2021,12,42,21.178636,78.924049,MH-001_C6,train,cnn_test,2,1
217,MH-001_2021_R012_C043,MH-001,Gondkhari,2021,12,43,21.178636,78.924319,MH-001_C6,train,cnn_test,1,0
218,MH-001_2021_R012_C044,MH-001,Gondkhari,2021,12,44,21.178636,78.924588,MH-001_C6,train,cnn_test,1,0
219,MH-001_2021_R012_C045,MH-001,Gondkhari,2021,12,45,21.178636,78.924858,MH-001_C6,train,cnn_test,2,1
220,MH-001_2021_R012_C046,MH-001,Gondkhari,2021,12,46,21.178636,78.925127,MH-001_C7,train,cnn_test,2,1
221,MH-001_2021_R012_C047,MH-001,Gondkhari,2021,12,47,21.178636,78.925397,MH-001_C7,train,cnn_test,2,1
222,MH-001_2021_R012_C048,MH-001,Gondkhari,2021,12,48,21.178636,78.925666,MH-001_C7,train,cnn_test,2,1
223,MH-001_2021_R012_C049,MH-001,Gondkhari,2021,12,49,21.178636,78.925936,MH-001_C7,train,cnn_test,0,0
224,MH-001_2021_R012_C050,MH-001,Gondkhari,2021,12,50,21.178636,78.926205,MH-001_C7,train,cnn_test,2,1
225,MH-001_2021_R012_C051,MH-001,Gondkhari,2021,12,51,21.178636,78.926475,MH-001_C7,train,cnn_test,3,1
226,MH-001_2021_R013_C007,MH-001,Gondkhari,2021,13,7,21.178367,78.914617,MH-001_C0,train,cnn_test,0,0
227,MH-001_2021_R013_C008,MH-001,Gondkhari,2021,13,8,21.178367,78.914887,MH-001_C1,train,cnn_test,0,0
228,MH-001_2021_R013_C009,MH-001,Gondkhari,2021,13,9,21.178367,78.915156,MH-001_C1,train,cnn_test,0,0
229,MH-001_2021_R013_C010,MH-001,Gondkhari,2021,13,10,21.178367,78.915426,MH-001_C1,train,cnn_test,0,0
230,MH-001_2021_R013_C011,MH-001,Gondkhari,2021,13,11,21.178367,78.915695,MH-001_C1,train,cnn_test,0,0
231,MH-001_2021_R013_C012,MH-001,Gondkhari,2021,13,12,21.178367,78.915965,MH-001_C1,train,cnn_test,0,0
232,MH-001_2021_R013_C014,MH-001,Gondkhari,2021,13,14,21.178367,78.916504,MH-001_C2,train,cnn_test,1,0
233,MH-001_2021_R013_C015,MH-001,Gondkhari,2021,13,15,21.178367,78.916773,MH-001_C2,train,cnn_test,1,0
234,MH-001_2021_R013_C016,MH-001,Gondkhari,2021,13,16,21.178367,78.917043,MH-001_C2,train,cnn_test,1,0
235,MH-001_2021_R013_C017,MH-001,Gondkhari,2021,13,17,21.178367,78.917312,MH-001_C2,train,cnn_test,1,0
236,MH-001_2021_R013_C018,MH-001,Gondkhari,2021,13,18,21.178367,78.917582,MH-001_C2,train,cnn_test,1,0
237,MH-001_2021_R013_C019,MH-001,Gondkhari,2021,13,19,21.178367,78.917851,MH-001_C2,train,cnn_test,1,0
238,MH-001_2021_R013_C020,MH-001,Gondkhari,2021,13,20,21.178367,78.918121,MH-001_C2,train,cnn_test,1,0
239,MH-001_2021_R013_C021,MH-001,Gondkhari,2021,13,21,21.178367,78.91839,MH-001_C3,train,cnn_test,1,0
240,MH-001_2021_R013_C022,MH-001,Gondkhari,2021,13,22,21.178367,78.91866,MH-001_C3,train,cnn_test,0,0
241,MH-001_2021_R013_C023,MH-001,Gondkhari,2021,13,23,21.178367,78.918929,MH-001_C3,train,cnn_test,0,0
242,MH-001_2021_R013_C024,MH-001,Gondkhari,2021,13,24,21.178367,78.919199,MH-001_C3,train,cnn_test,0,0
243,MH-001_2021_R013_C025,MH-001,Gondkhari,2021,13,25,21.178367,78.919468,MH-001_C3,train,cnn_test,1,0
244,MH-001_2021_R013_C026,MH-001,Gondkhari,2021,13,26,21.178367,78.919738,MH-001_C3,train,cnn_test,0,0
245,MH-001_2021_R013_C028,MH-001,Gondkhari,2021,13,28,21.178367,78.920277,MH-001_C4,train,cnn_test,0,0
246,MH-001_2021_R013_C032,MH-001,Gondkhari,2021,13,32,21.178367,78.921355,MH-001_C4,train,cnn_test,2,1
247,MH-001_2021_R013_C033,MH-001,Gondkhari,2021,13,33,21.178367,78.921624,MH-001_C5,train,cnn_test,2,1
248,MH-001_2021_R013_C034,MH-001,Gondkhari,2021,13,34,21.178367,78.921894,MH-001_C5,train,cnn_test,2,1
249,MH-001_2021_R013_C035,MH-001,Gondkhari,2021,13,35,21.178367,78.922163,MH-001_C5,train,cnn_test,3,1
250,MH-001_2021_R013_C036,MH-001,Gondkhari,2021,13,36,21.178367,78.922433,MH-001_C5,train,cnn_test,1,0
251,MH-001_2021_R013_C037,MH-001,Gondkhari,2021,13,37,21.178367,78.922702,MH-001_C5,train,cnn_test,1,0
252,MH-001_2021_R013_C038,MH-001,Gondkhari,2021,13,38,21.178367,78.922972,MH-001_C5,train,cnn_test,0,0
253,MH-001_2021_R013_C040,MH-001,Gondkhari,2021,13,40,21.178367,78.92351,MH-001_C6,train,cnn_test,1,0
254,MH-001_2021_R013_C041,MH-001,Gondkhari,2021,13,41,21.178367,78.92378,MH-001_C6,train,cnn_test,1,0
255,MH-001_2021_R013_C042,MH-001,Gondkhari,2021,13,42,21.178367,78.924049,MH-001_C6,train,cnn_test,1,0
256,MH-001_2021_R013_C043,MH-001,Gondkhari,2021,13,43,21.178367,78.924319,MH-001_C6,train,cnn_test,0,0
257,MH-001_2021_R013_C044,MH-001,Gondkhari,2021,13,44,21.178367,78.924588,MH-001_C6,train,cnn_test,1,0
258,MH-001_2021_R013_C045,MH-001,Gondkhari,2021,13,45,21.178367,78.924858,MH-001_C6,train,cnn_test,1,0
259,MH-001_2021_R013_C046,MH-001,Gondkhari,2021,13,46,21.178367,78.925127,MH-001_C7,train,cnn_test,1,0
260,MH-001_2021_R013_C047,MH-001,Gondkhari,2021,13,47,21.178367,78.925397,MH-001_C7,train,cnn_test,2,1
261,MH-001_2021_R013_C048,MH-001,Gondkhari,2021,13,48,21.178367,78.925666,MH-001_C7,train,cnn_test,2,1
262,MH-001_2021_R013_C049,MH-001,Gondkhari,2021,13,49,21.178367,78.925936,MH-001_C7,train,cnn_test,2,1
263,MH-001_2021_R013_C050,MH-001,Gondkhari,2021,13,50,21.178367,78.926205,MH-001_C7,train,cnn_test,2,1
264,MH-001_2021_R013_C051,MH-001,Gondkhari,2021,13,51,21.178367,78.926475,MH-001_C7,train,cnn_test,2,1
265,MH-001_2021_R014_C007,MH-001,Gondkhari,2021,14,7,21.178097,78.914617,MH-001_C0,train,cnn_test,0,0
266,MH-001_2021_R014_C008,MH-001,Gondkhari,2021,14,8,21.178097,78.914887,MH-001_C1,train,cnn_test,0,0
267,MH-001_2021_R014_C009,MH-001,Gondkhari,2021,14,9,21.178097,78.915156,MH-001_C1,train,cnn_test,0,0
268,MH-001_2021_R014_C010,MH-001,Gondkhari,2021,14,10,21.178097,78.915426,MH-001_C1,train,cnn_test,0,0
269,MH-001_2021_R014_C011,MH-001,Gondkhari,2021,14,11,21.178097,78.915695,MH-001_C1,train,cnn_test,0,0
270,MH-001_2021_R014_C012,MH-001,Gondkhari,2021,14,12,21.178097,78.915965,MH-001_C1,train,cnn_test,0,0
271,MH-001_2021_R014_C014,MH-001,Gondkhari,2021,14,14,21.178097,78.916504,MH-001_C2,train,cnn_test,1,0
272,MH-001_2021_R014_C015,MH-001,Gondkhari,2021,14,15,21.178097,78.916773,MH-001_C2,train,cnn_test,0,0
273,MH-001_2021_R014_C016,MH-001,Gondkhari,2021,14,16,21.178097,78.917043,MH-001_C2,train,cnn_test,0,0
274,MH-001_2021_R014_C017,MH-001,Gondkhari,2021,14,17,21.178097,78.917312,MH-001_C2,train,cnn_test,0,0
275,MH-001_2021_R014_C018,MH-001,Gondkhari,2021,14,18,21.178097,78.917582,MH-001_C2,train,cnn_test,1,0
276,MH-001_2021_R014_C019,MH-001,Gondkhari,2021,14,19,21.178097,78.917851,MH-001_C2,train,cnn_test,1,0
277,MH-001_2021_R014_C020,MH-001,Gondkhari,2021,14,20,21.178097,78.918121,MH-001_C2,train,cnn_test,1,0
278,MH-001_2021_R014_C021,MH-001,Gondkhari,2021,14,21,21.178097,78.91839,MH-001_C3,train,cnn_test,1,0
279,MH-001_2021_R014_C022,MH-001,Gondkhari,2021,14,22,21.178097,78.91866,MH-001_C3,train,cnn_test,0,0
280,MH-001_2021_R014_C024,MH-001,Gondkhari,2021,14,24,21.178097,78.919199,MH-001_C3,train,cnn_test,0,0
281,MH-001_2021_R014_C025,MH-001,Gondkhari,2021,14,25,21.178097,78.919468,MH-001_C3,train,cnn_test,0,0
282,MH-001_2021_R014_C026,MH-001,Gondkhari,2021,14,26,21.178097,78.919738,MH-001_C3,train,cnn_test,0,0
283,MH-001_2021_R014_C028,MH-001,Gondkhari,2021,14,28,21.178097,78.920277,MH-001_C4,train,cnn_test,0,0
284,MH-001_2021_R014_C029,MH-001,Gondkhari,2021,14,29,21.178097,78.920546,MH-001_C4,train,cnn_test,0,0
285,MH-001_2021_R014_C030,MH-001,Gondkhari,2021,14,30,21.178097,78.920816,MH-001_C4,train,cnn_test,0,0
286,MH-001_2021_R014_C032,MH-001,Gondkhari,2021,14,32,21.178097,78.921355,MH-001_C4,train,cnn_test,1,0
287,MH-001_2021_R014_C033,MH-001,Gondkhari,2021,14,33,21.178097,78.921624,MH-001_C5,train,cnn_test,1,0
288,MH-001_2021_R014_C034,MH-001,Gondkhari,2021,14,34,21.178097,78.921894,MH-001_C5,train,cnn_test,3,1
289,MH-001_2021_R014_C035,MH-001,Gondkhari,2021,14,35,21.178097,78.922163,MH-001_C5,train,cnn_test,1,0
290,MH-001_2021_R014_C036,MH-001,Gondkhari,2021,14,36,21.178097,78.922433,MH-001_C5,train,cnn_test,1,0
291,MH-001_2021_R014_C037,MH-001,Gondkhari,2021,14,37,21.178097,78.922702,MH-001_C5,train,cnn_test,1,0
292,MH-001_2021_R014_C038,MH-001,Gondkhari,2021,14,38,21.178097,78.922972,MH-001_C5,train,cnn_test,1,0
293,MH-001_2021_R014_C041,MH-001,Gondkhari,2021,14,41,21.178097,78.92378,MH-001_C6,train,cnn_test,1,0
294,MH-001_2021_R014_C042,MH-001,Gondkhari,2021,14,42,21.178097,78.924049,MH-001_C6,train,cnn_test,1,0
295,MH-001_2021_R014_C043,MH-001,Gondkhari,2021,14,43,21.178097,78.924319,MH-001_C6,train,cnn_test,0,0
296,MH-001_2021_R014_C044,MH-001,Gondkhari,2021,14,44,21.178097,78.924588,MH-001_C6,train,cnn_test,0,0
297,MH-001_2021_R014_C045,MH-001,Gondkhari,2021,14,45,21.178097,78.924858,MH-001_C6,train,cnn_test,0,0
298,MH-001_2021_R014_C046,MH-001,Gondkhari,2021,14,46,21.178097,78.925127,MH-001_C7,train,cnn_test,1,0
299,MH-001_2021_R014_C047,MH-001,Gondkhari,2021,14,47,21.178097,78.925397,MH-001_C7,train,cnn_test,1,0
300,MH-001_2021_R014_C051,MH-001,Gondkhari,2021,14,51,21.178097,78.926475,MH-001_C7,train,cnn_test,0,0
301,MH-001_2021_R015_C007,MH-001,Gondkhari,2021,15,7,21.177828,78.914617,MH-001_C0,train,cnn_test,1,0
302,MH-001_2021_R015_C008,MH-001,Gondkhari,2021,15,8,21.177828,78.914887,MH-001_C1,train,cnn_test,1,0
303,MH-001_2021_R015_C009,MH-001,Gondkhari,2021,15,9,21.177828,78.915156,MH-001_C1,train,cnn_test,0,0
304,MH-001_2021_R015_C010,MH-001,Gondkhari,2021,15,10,21.177828,78.915426,MH-001_C1,train,cnn_test,0,0
305,MH-001_2021_R015_C011,MH-001,Gondkhari,2021,15,11,21.177828,78.915695,MH-001_C1,train,cnn_test,0,0
306,MH-001_2021_R015_C012,MH-001,Gondkhari,2021,15,12,21.177828,78.915965,MH-001_C1,train,cnn_test,0,0
307,MH-001_2021_R015_C014,MH-001,Gondkhari,2021,15,14,21.177828,78.916504,MH-001_C2,train,cnn_test,0,0
308,MH-001_2021_R015_C015,MH-001,Gondkhari,2021,15,15,21.177828,78.916773,MH-001_C2,train,cnn_test,0,0
309,MH-001_2021_R015_C016,MH-001,Gondkhari,2021,15,16,21.177828,78.917043,MH-001_C2,train,cnn_test,0,0
310,MH-001_2021_R015_C017,MH-001,Gondkhari,2021,15,17,21.177828,78.917312,MH-001_C2,train,cnn_test,0,0
311,MH-001_2021_R015_C018,MH-001,Gondkhari,2021,15,18,21.177828,78.917582,MH-001_C2,train,cnn_test,0,0
312,MH-001_2021_R015_C019,MH-001,Gondkhari,2021,15,19,21.177828,78.917851,MH-001_C2,train,cnn_test,1,0
313,MH-001_2021_R015_C020,MH-001,Gondkhari,2021,15,20,21.177828,78.918121,MH-001_C2,train,cnn_test,1,0
314,MH-001_2021_R015_C021,MH-001,Gondkhari,2021,15,21,21.177828,78.91839,MH-001_C3,train,cnn_test,1,0
315,MH-001_2021_R015_C022,MH-001,Gondkhari,2021,15,22,21.177828,78.91866,MH-001_C3,train,cnn_test,0,0
316,MH-001_2021_R015_C023,MH-001,Gondkhari,2021,15,23,21.177828,78.918929,MH-001_C3,train,cnn_test,0,0
317,MH-001_2021_R015_C026,MH-001,Gondkhari,2021,15,26,21.177828,78.919738,MH-001_C3,train,cnn_test,0,0
318,MH-001_2021_R015_C028,MH-001,Gondkhari,2021,15,28,21.177828,78.920277,MH-001_C4,train,cnn_test,0,0
319,MH-001_2021_R015_C029,MH-001,Gondkhari,2021,15,29,21.177828,78.920546,MH-001_C4,train,cnn_test,0,0
320,MH-001_2021_R015_C030,MH-001,Gondkhari,2021,15,30,21.177828,78.920816,MH-001_C4,train,cnn_test,0,0
321,MH-001_2021_R015_C031,MH-001,Gondkhari,2021,15,31,21.177828,78.921085,MH-001_C4,train,cnn_test,1,0
322,MH-001_2021_R015_C032,MH-001,Gondkhari,2021,15,32,21.177828,78.921355,MH-001_C4,train,cnn_test,1,0
323,MH-001_2021_R015_C033,MH-001,Gondkhari,2021,15,33,21.177828,78.921624,MH-001_C5,train,cnn_test,1,0
324,MH-001_2021_R015_C034,MH-001,Gondkhari,2021,15,34,21.177828,78.921894,MH-001_C5,train,cnn_test,1,0
325,MH-001_2021_R015_C035,MH-001,Gondkhari,2021,15,35,21.177828,78.922163,MH-001_C5,train,cnn_test,2,1
326,MH-001_2021_R015_C036,MH-001,Gondkhari,2021,15,36,21.177828,78.922433,MH-001_C5,train,cnn_test,2,1
327,MH-001_2021_R015_C037,MH-001,Gondkhari,2021,15,37,21.177828,78.922702,MH-001_C5,train,cnn_test,2,1
328,MH-001_2021_R015_C038,MH-001,Gondkhari,2021,15,38,21.177828,78.922972,MH-001_C5,train,cnn_test,2,1
329,MH-001_2021_R015_C040,MH-001,Gondkhari,2021,15,40,21.177828,78.92351,MH-001_C6,train,cnn_test,1,0
330,MH-001_2021_R015_C041,MH-001,Gondkhari,2021,15,41,21.177828,78.92378,MH-001_C6,train,cnn_test,2,1
331,MH-001_2021_R015_C042,MH-001,Gondkhari,2021,15,42,21.177828,78.924049,MH-001_C6,train,cnn_test,1,0
332,MH-001_2021_R015_C043,MH-001,Gondkhari,2021,15,43,21.177828,78.924319,MH-001_C6,train,cnn_test,1,0
333,MH-001_2021_R015_C044,MH-001,Gondkhari,2021,15,44,21.177828,78.924588,MH-001_C6,train,cnn_test,0,0
334,MH-001_2021_R015_C045,MH-001,Gondkhari,2021,15,45,21.177828,78.924858,MH-001_C6,train,cnn_test,1,0
335,MH-001_2021_R015_C046,MH-001,Gondkhari,2021,15,46,21.177828,78.925127,MH-001_C7,train,cnn_test,2,1
336,MH-001_2021_R015_C047,MH-001,Gondkhari,2021,15,47,21.177828,78.925397,MH-001_C7,train,cnn_test,1,0
337,MH-001_2021_R015_C048,MH-001,Gondkhari,2021,15,48,21.177828,78.925666,MH-001_C7,train,cnn_test,1,0
338,MH-001_2021_R015_C049,MH-001,Gondkhari,2021,15,49,21.177828,78.925936,MH-001_C7,train,cnn_test,3,1
339,MH-001_2021_R015_C051,MH-001,Gondkhari,2021,15,51,21.177828,78.926475,MH-001_C7,train,cnn_test,2,1
340,MH-001_2021_R016_C007,MH-001,Gondkhari,2021,16,7,21.177558,78.914617,MH-001_C0,train,cnn_test,0,0
341,MH-001_2021_R016_C008,MH-001,Gondkhari,2021,16,8,21.177558,78.914887,MH-001_C1,train,cnn_test,2,1
342,MH-001_2021_R016_C009,MH-001,Gondkhari,2021,16,9,21.177558,78.915156,MH-001_C1,train,cnn_test,1,0
343,MH-001_2021_R016_C010,MH-001,Gondkhari,2021,16,10,21.177558,78.915426,MH-001_C1,train,cnn_test,0,0
344,MH-001_2021_R016_C011,MH-001,Gondkhari,2021,16,11,21.177558,78.915695,MH-001_C1,train,cnn_test,0,0
345,MH-001_2021_R016_C012,MH-001,Gondkhari,2021,16,12,21.177558,78.915965,MH-001_C1,train,cnn_test,0,0
346,MH-001_2021_R016_C013,MH-001,Gondkhari,2021,16,13,21.177558,78.916234,MH-001_C1,train,cnn_test,0,0
347,MH-001_2021_R016_C014,MH-001,Gondkhari,2021,16,14,21.177558,78.916504,MH-001_C2,train,cnn_test,1,0
348,MH-001_2021_R016_C015,MH-001,Gondkhari,2021,16,15,21.177558,78.916773,MH-001_C2,train,cnn_test,1,0
349,MH-001_2021_R016_C018,MH-001,Gondkhari,2021,16,18,21.177558,78.917582,MH-001_C2,train,cnn_test,0,0
350,MH-001_2021_R016_C019,MH-001,Gondkhari,2021,16,19,21.177558,78.917851,MH-001_C2,train,cnn_test,0,0
351,MH-001_2021_R016_C020,MH-001,Gondkhari,2021,16,20,21.177558,78.918121,MH-001_C2,train,cnn_test,1,0
352,MH-001_2021_R016_C021,MH-001,Gondkhari,2021,16,21,21.177558,78.91839,MH-001_C3,train,cnn_test,1,0
353,MH-001_2021_R016_C022,MH-001,Gondkhari,2021,16,22,21.177558,78.91866,MH-001_C3,train,cnn_test,0,0
354,MH-001_2021_R016_C023,MH-001,Gondkhari,2021,16,23,21.177558,78.918929,MH-001_C3,train,cnn_test,0,0
355,MH-001_2021_R016_C024,MH-001,Gondkhari,2021,16,24,21.177558,78.919199,MH-001_C3,train,cnn_test,0,0
356,MH-001_2021_R016_C025,MH-001,Gondkhari,2021,16,25,21.177558,78.919468,MH-001_C3,train,cnn_test,0,0
357,MH-001_2021_R016_C026,MH-001,Gondkhari,2021,16,26,21.177558,78.919738,MH-001_C3,train,cnn_test,0,0
358,MH-001_2021_R016_C027,MH-001,Gondkhari,2021,16,27,21.177558,78.920007,MH-001_C4,train,cnn_test,0,0
359,MH-001_2021_R016_C028,MH-001,Gondkhari,2021,16,28,21.177558,78.920277,MH-001_C4,train,cnn_test,0,0
360,MH-001_2021_R016_C029,MH-001,Gondkhari,2021,16,29,21.177558,78.920546,MH-001_C4,train,cnn_test,0,0
361,MH-001_2021_R016_C030,MH-001,Gondkhari,2021,16,30,21.177558,78.920816,MH-001_C4,train,cnn_test,0,0
362,MH-001_2021_R016_C032,MH-001,Gondkhari,2021,16,32,21.177558,78.921355,MH-001_C4,train,cnn_test,1,0
363,MH-001_2021_R016_C033,MH-001,Gondkhari,2021,16,33,21.177558,78.921624,MH-001_C5,train,cnn_test,1,0
364,MH-001_2021_R016_C034,MH-001,Gondkhari,2021,16,34,21.177558,78.921894,MH-001_C5,train,cnn_test,1,0
365,MH-001_2021_R016_C035,MH-001,Gondkhari,2021,16,35,21.177558,78.922163,MH-001_C5,train,cnn_test,2,1
366,MH-001_2021_R016_C036,MH-001,Gondkhari,2021,16,36,21.177558,78.922433,MH-001_C5,train,cnn_test,2,1
367,MH-001_2021_R016_C037,MH-001,Gondkhari,2021,16,37,21.177558,78.922702,MH-001_C5,train,cnn_test,2,1
368,MH-001_2021_R016_C038,MH-001,Gondkhari,2021,16,38,21.177558,78.922972,MH-001_C5,train,cnn_test,2,1
369,MH-001_2021_R016_C039,MH-001,Gondkhari,2021,16,39,21.177558,78.923241,MH-001_C5,train,cnn_test,3,1
370,MH-001_2021_R016_C040,MH-001,Gondkhari,2021,16,40,21.177558,78.92351,MH-001_C6,train,cnn_test,1,0
371,MH-001_2021_R016_C041,MH-001,Gondkhari,2021,16,41,21.177558,78.92378,MH-001_C6,train,cnn_test,1,0
372,MH-001_2021_R016_C042,MH-001,Gondkhari,2021,16,42,21.177558,78.924049,MH-001_C6,train,cnn_test,1,0
373,MH-001_2021_R016_C043,MH-001,Gondkhari,2021,16,43,21.177558,78.924319,MH-001_C6,train,cnn_test,2,1
374,MH-001_2021_R016_C044,MH-001,Gondkhari,2021,16,44,21.177558,78.924588,MH-001_C6,train,cnn_test,1,0
375,MH-001_2021_R016_C045,MH-001,Gondkhari,2021,16,45,21.177558,78.924858,MH-001_C6,train,cnn_test,2,1
376,MH-001_2021_R016_C046,MH-001,Gondkhari,2021,16,46,21.177558,78.925127,MH-001_C7,train,cnn_test,2,1
377,MH-001_2021_R016_C047,MH-001,Gondkhari,2021,16,47,21.177558,78.925397,MH-001_C7,train,cnn_test,1,0
378,MH-001_2021_R016_C048,MH-001,Gondkhari,2021,16,48,21.177558,78.925666,MH-001_C7,train,cnn_test,0,0
379,MH-001_2021_R016_C051,MH-001,Gondkhari,2021,16,51,21.177558,78.926475,MH-001_C7,train,cnn_test,0,0
380,MH-001_2021_R017_C007,MH-001,Gondkhari,2021,17,7,21.177289,78.914617,MH-001_C0,train,cnn_test,0,0
381,MH-001_2021_R017_C008,MH-001,Gondkhari,2021,17,8,21.177289,78.914887,MH-001_C1,train,cnn_test,1,0
382,MH-001_2021_R017_C009,MH-001,Gondkhari,2021,17,9,21.177289,78.915156,MH-001_C1,train,cnn_test,0,0
383,MH-001_2021_R017_C010,MH-001,Gondkhari,2021,17,10,21.177289,78.915426,MH-001_C1,train,cnn_test,0,0
384,MH-001_2021_R017_C011,MH-001,Gondkhari,2021,17,11,21.177289,78.915695,MH-001_C1,train,cnn_test,0,0
385,MH-001_2021_R017_C012,MH-001,Gondkhari,2021,17,12,21.177289,78.915965,MH-001_C1,train,cnn_test,0,0
386,MH-001_2021_R017_C013,MH-001,Gondkhari,2021,17,13,21.177289,78.916234,MH-001_C1,train,cnn_test,1,0
387,MH-001_2021_R017_C014,MH-001,Gondkhari,2021,17,14,21.177289,78.916504,MH-001_C2,train,cnn_test,1,0
388,MH-001_2021_R017_C015,MH-001,Gondkhari,2021,17,15,21.177289,78.916773,MH-001_C2,train,cnn_test,1,0
389,MH-001_2021_R017_C016,MH-001,Gondkhari,2021,17,16,21.177289,78.917043,MH-001_C2,train,cnn_test,1,0
390,MH-001_2021_R017_C017,MH-001,Gondkhari,2021,17,17,21.177289,78.917312,MH-001_C2,train,cnn_test,0,0
391,MH-001_2021_R017_C019,MH-001,Gondkhari,2021,17,19,21.177289,78.917851,MH-001_C2,train,cnn_test,1,0
392,MH-001_2021_R017_C020,MH-001,Gondkhari,2021,17,20,21.177289,78.918121,MH-001_C2,train,cnn_test,0,0
393,MH-001_2021_R017_C021,MH-001,Gondkhari,2021,17,21,21.177289,78.91839,MH-001_C3,train,cnn_test,2,1
394,MH-001_2021_R017_C022,MH-001,Gondkhari,2021,17,22,21.177289,78.91866,MH-001_C3,train,cnn_test,0,0
395,MH-001_2021_R017_C023,MH-001,Gondkhari,2021,17,23,21.177289,78.918929,MH-001_C3,train,cnn_test,1,0
396,MH-001_2021_R017_C024,MH-001,Gondkhari,2021,17,24,21.177289,78.919199,MH-001_C3,train,cnn_test,1,0
397,MH-001_2021_R017_C025,MH-001,Gondkhari,2021,17,25,21.177289,78.919468,MH-001_C3,train,cnn_test,1,0
398,MH-001_2021_R017_C026,MH-001,Gondkhari,2021,17,26,21.177289,78.919738,MH-001_C3,train,cnn_test,1,0
399,MH-001_2021_R017_C027,MH-001,Gondkhari,2021,17,27,21.177289,78.920007,MH-001_C4,train,cnn_test,1,0
400,MH-001_2021_R017_C032,MH-001,Gondkhari,2021,17,32,21.177289,78.921355,MH-001_C4,train,cnn_test,1,0
401,MH-001_2021_R017_C033,MH-001,Gondkhari,2021,17,33,21.177289,78.921624,MH-001_C5,train,cnn_test,0,0
402,MH-001_2021_R017_C034,MH-001,Gondkhari,2021,17,34,21.177289,78.921894,MH-001_C5,train,cnn_test,0,0
403,MH-001_2021_R017_C035,MH-001,Gondkhari,2021,17,35,21.177289,78.922163,MH-001_C5,train,cnn_test,1,0
404,MH-001_2021_R017_C036,MH-001,Gondkhari,2021,17,36,21.177289,78.922433,MH-001_C5,train,cnn_test,1,0
405,MH-001_2021_R017_C037,MH-001,Gondkhari,2021,17,37,21.177289,78.922702,MH-001_C5,train,cnn_test,1,0
406,MH-001_2021_R017_C038,MH-001,Gondkhari,2021,17,38,21.177289,78.922972,MH-001_C5,train,cnn_test,2,1
407,MH-001_2021_R017_C039,MH-001,Gondkhari,2021,17,39,21.177289,78.923241,MH-001_C5,train,cnn_test,1,0
408,MH-001_2021_R017_C040,MH-001,Gondkhari,2021,17,40,21.177289,78.92351,MH-001_C6,train,cnn_test,0,0
409,MH-001_2021_R017_C041,MH-001,Gondkhari,2021,17,41,21.177289,78.92378,MH-001_C6,train,cnn_test,0,0
410,MH-001_2021_R017_C042,MH-001,Gondkhari,2021,17,42,21.177289,78.924049,MH-001_C6,train,cnn_test,0,0
411,MH-001_2021_R017_C043,MH-001,Gondkhari,2021,17,43,21.177289,78.924319,MH-001_C6,train,cnn_test,0,0
412,MH-001_2021_R017_C044,MH-001,Gondkhari,2021,17,44,21.177289,78.924588,MH-001_C6,train,cnn_test,0,0
413,MH-001_2021_R017_C045,MH-001,Gondkhari,2021,17,45,21.177289,78.924858,MH-001_C6,train,cnn_test,2,1
414,MH-001_2021_R017_C046,MH-001,Gondkhari,2021,17,46,21.177289,78.925127,MH-001_C7,train,cnn_test,2,1
415,MH-001_2021_R017_C047,MH-001,Gondkhari,2021,17,47,21.177289,78.925397,MH-001_C7,train,cnn_test,0,0
416,MH-001_2021_R017_C051,MH-001,Gondkhari,2021,17,51,21.177289,78.926475,MH-001_C7,train,cnn_test,0,0
417,MH-001_2021_R018_C007,MH-001,Gondkhari,2021,18,7,21.177019,78.914617,MH-001_C0,train,cnn_test,0,0
418,MH-001_2021_R018_C008,MH-001,Gondkhari,2021,18,8,21.177019,78.914887,MH-001_C1,train,cnn_test,0,0
419,MH-001_2021_R018_C009,MH-001,Gondkhari,2021,18,9,21.177019,78.915156,MH-001_C1,train,cnn_test,0,0
420,MH-001_2021_R018_C010,MH-001,Gondkhari,2021,18,10,21.177019,78.915426,MH-001_C1,train,cnn_test,1,0
421,MH-001_2021_R018_C011,MH-001,Gondkhari,2021,18,11,21.177019,78.915695,MH-001_C1,train,cnn_test,2,1
422,MH-001_2021_R018_C012,MH-001,Gondkhari,2021,18,12,21.177019,78.915965,MH-001_C1,train,cnn_test,0,0
423,MH-001_2021_R018_C013,MH-001,Gondkhari,2021,18,13,21.177019,78.916234,MH-001_C1,train,cnn_test,1,0
424,MH-001_2021_R018_C014,MH-001,Gondkhari,2021,18,14,21.177019,78.916504,MH-001_C2,train,cnn_test,2,1
425,MH-001_2021_R018_C015,MH-001,Gondkhari,2021,18,15,21.177019,78.916773,MH-001_C2,train,cnn_test,1,0
426,MH-001_2021_R018_C016,MH-001,Gondkhari,2021,18,16,21.177019,78.917043,MH-001_C2,train,cnn_test,1,0
